family,algorithm,n,p,relative risk,relative test error gaussian,proportion of variance explained gaussian,relative test error,proportion of variance explained,beta error,relative beta error,relative prediction error,corr,time
gaussian,gpu_woodbury,20,20,2.3799344896801067,0.4616002467179897,0.1960297901754662,0.4616002467179897,0.1960297901754662,1.3485567423425573,4.257371450451945,1.3502506582664955,3.2624209725052307,1.0,0.18494439125061035
gaussian,gpu_svd,20,20,2.379934489713541,0.4616002467213331,0.19602979017850564,0.4616002467213331,0.19602979017850564,1.348556742347288,4.257371450481851,1.350250658271232,3.262420972528148,0.9999999999999997,0.17949271202087402
gaussian,gpu_rsvd,20,20,2.3799344897135444,0.4616002467213334,0.19602979017850602,0.4616002467213334,0.19602979017850602,1.3485567423472773,4.257371450481854,1.3502506582712215,3.2624209725281497,1.0,0.18102002143859863
gaussian,cpu_woodbury,20,20,2.3799344896596417,0.4616002467159431,0.19602979017360567,0.4616002467159431,0.19602979017360567,1.3485567423396707,4.2573714504336415,1.3502506582636051,3.262420972491205,1.0,0.01852893829345703
gaussian,cpu_svd,20,20,2.3799344897135484,0.46160024672133376,0.19602979017850627,0.46160024672133376,0.19602979017850627,1.3485567423472786,4.257371450481856,1.3502506582712226,3.262420972528152,1.0,0.01805591583251953
gaussian,cpu_rsvd,20,20,2.3799344897135493,0.4616002467213339,0.1960297901785064,0.4616002467213339,0.1960297901785064,1.3485567423472786,4.257371450481857,1.3502506582712226,3.2624209725281528,0.9999999999999998,0.020265579223632812
gaussian,glmnet_cv5,20,20,0.22360679774997896,0.24596747752497689,0.0,0.24596747752497689,0.0,0.9987454803939049,1.3049730510966786,1.0,1.0,1.0,0.11338448524475098
gaussian,glmnet_cv10,20,20,0.22360679774997896,0.24596747752497689,0.0,0.24596747752497689,0.0,0.9987454803939049,1.3049730510966786,1.0,1.0,1.0,0.19958901405334473
gaussian,sklearn_cv5,20,20,2.1069186760383167,0.4342986653538106,0.17121017075348524,0.4342986653538106,0.17121017075348524,1.3094438044020165,4.005741580172351,1.311088590744433,3.0695971666280686,0.9999999999999998,0.019797563552856445
gaussian,sklearn_cv10,20,20,2.3644898076962764,0.46005577851960655,0.19462572817693616,0.46005577851960655,0.19462572817693616,1.3463744356614336,4.243534772617232,1.3480656103999828,3.251817935283056,0.9999999999999998,0.038388729095458984
gaussian,gpu_woodbury,20,20,0.025703154658537508,0.2364583750792477,0.06596788103048049,0.2364583750792477,0.06596788103048049,0.8526583588529107,0.0009714424792074023,0.9999997501515102,0.3390398237749995,0.9999999999999803,0.18847298622131348
gaussian,gpu_svd,20,20,0.0257031546558869,0.23645837507792242,0.06596788103136401,0.23645837507792242,0.06596788103136401,0.8526583588529106,0.0009714424791574377,0.9999997501515101,0.3390398237575615,0.9999999999999802,0.1813197135925293
gaussian,gpu_rsvd,20,20,0.0257031546558869,0.23645837507792242,0.06596788103136401,0.23645837507792242,0.06596788103136401,0.8526583588529106,0.0009714424791573922,0.9999997501515101,0.33903982375754566,0.9999999999999802,0.18283820152282715
gaussian,cpu_woodbury,20,20,0.02570315465663133,0.2364583750782946,0.06596788103111587,0.2364583750782946,0.06596788103111587,0.8526583588529106,0.0009714424791713685,0.9999997501515101,0.3390398237624229,0.9999999999999806,0.02070164680480957
gaussian,cpu_svd,20,20,0.025703154655891604,0.23645837507792475,0.06596788103136246,0.23645837507792475,0.06596788103136246,0.8526583588529106,0.0009714424791575346,0.9999997501515101,0.3390398237575948,0.9999999999999803,0.021489858627319336
gaussian,cpu_rsvd,20,20,0.025703154655888655,0.23645837507792328,0.06596788103136342,0.23645837507792328,0.06596788103136342,0.8526583588529107,0.0009714424791574527,0.9999997501515102,0.33903982375756625,0.9999999999999807,0.021174192428588867
gaussian,glmnet_cv5,20,20,0.22360679774997896,0.33541019662496846,0.0,0.33541019662496846,0.0,0.8526585718883671,0.002865275436941273,1.0,1.0,0.9999999999999807,0.10005378723144531
gaussian,glmnet_cv10,20,20,0.12355027291039765,0.28538193420517777,0.03335217494652709,0.28538193420517777,0.03335217494652709,0.8526584562483404,0.002129833874869856,0.9999998643771016,0.7433260507560445,0.9999999999999809,0.1881873607635498
gaussian,sklearn_cv5,20,20,0.0024687904123222894,0.2248411929561401,0.07371266911255223,0.2248411929561401,0.07371266911255223,0.8526583338340921,0.00030106896301581866,0.9999997208093803,0.10507505112221062,0.9999999999999801,0.01925802230834961
gaussian,sklearn_cv10,20,20,0.025200587039679763,0.23620709126981884,0.06613540357009973,0.23620709126981884,0.06613540357009973,0.8526583583083297,0.0009618984047393115,0.9999997495128243,0.33570887892235357,0.9999999999999806,0.03757476806640625
gaussian,gpu_woodbury,20,20,0.5820911688466549,0.8056979665966338,0.17924218554833804,0.8056979665966338,0.17924218554833804,0.8997171952834363,1.151803336154348,1.0262297615580496,1.6134406853946806,-1.0,0.18435025215148926
gaussian,gpu_svd,20,20,0.5820911688446012,0.8056979665945802,0.17924218554731106,0.8056979665945802,0.17924218554731106,0.8997171952833074,1.1518033361523161,1.0262297615579026,1.6134406853918344,-0.9999999999999997,0.1772925853729248
gaussian,gpu_rsvd,20,20,0.5820911688446012,0.8056979665945803,0.1792421855473112,0.8056979665945803,0.1792421855473112,0.8997171952833058,1.1518033361523163,1.0262297615579008,1.6134406853918346,-1.0,0.1790013313293457
gaussian,cpu_woodbury,20,20,0.5820911688477822,0.8056979665977612,0.17924218554890167,0.8056979665977612,0.17924218554890167,0.8997171952835075,1.1518033361554634,1.0262297615581306,1.6134406853962433,-1.0,0.01623225212097168
gaussian,cpu_svd,20,20,0.5820911688446021,0.8056979665945811,0.1792421855473116,0.8056979665945811,0.1792421855473116,0.8997171952833084,1.1518033361523168,1.0262297615579037,1.6134406853918357,-1.0,0.01584792137145996
gaussian,cpu_rsvd,20,20,0.5820911688446012,0.8056979665945802,0.1792421855473111,0.8056979665945802,0.1792421855473111,0.8997171952833063,1.151803336152316,1.0262297615579012,1.6134406853918344,-1.0,0.016663312911987305
gaussian,glmnet_cv5,20,20,0.22360679774997896,0.4472135954999579,0.0,0.4472135954999579,0.0,0.876721012180997,0.7138801857302818,1.0,1.0,-1.0,0.09628677368164062
gaussian,glmnet_cv10,20,20,0.22360679774997896,0.4472135954999579,0.0,0.4472135954999579,0.0,0.876721012180997,0.7138801857302818,1.0,1.0,-1.0,0.1797657012939453
gaussian,sklearn_cv5,20,20,0.444541865465721,0.6681486632157,0.11046753385787102,0.6681486632157,0.11046753385787102,0.8909638155275295,1.0065588245956747,1.0162455366629128,1.4099828580702094,-1.0,0.01966381072998047
gaussian,sklearn_cv10,20,20,0.444541865465721,0.6681486632157,0.11046753385787102,0.6681486632157,0.11046753385787102,0.8909638155275295,1.0065588245956747,1.0162455366629128,1.4099828580702094,-1.0,0.03766751289367676
gaussian,gpu_woodbury,20,20,0.20464430682623008,1.2468283318811293,0.015802075769790713,1.2468283318811293,0.015802075769790713,0.9834335038419497,0.8724865098430138,0.9981816447226096,0.9566593764467836,1.0,0.1860504150390625
gaussian,gpu_svd,20,20,0.2046443068261979,1.2468283318809685,0.01580207576981755,1.2468283318809685,0.01580207576981755,0.9834335038419426,0.8724865098429455,0.9981816447226024,0.9566593764467086,1.0,0.1790781021118164
gaussian,gpu_rsvd,20,20,0.2046443068261978,1.2468283318809679,0.015802075769817625,1.2468283318809679,0.015802075769817625,0.9834335038419467,0.8724865098429451,0.9981816447226066,0.9566593764467082,0.9999999999999999,0.179671049118042
gaussian,cpu_woodbury,20,20,0.20464430682628382,1.246828331881398,0.015802075769745953,1.246828331881398,0.015802075769745953,0.9834335038419548,0.8724865098431286,0.9981816447226148,0.9566593764469096,1.0,0.018528223037719727
gaussian,cpu_svd,20,20,0.20464430682619786,1.246828331880968,0.015802075769817573,1.246828331880968,0.015802075769817573,0.9834335038419472,0.8724865098429455,0.998181644722607,0.9566593764467088,0.9999999999999999,0.017676591873168945
gaussian,cpu_rsvd,20,20,0.20464430682619786,1.246828331880968,0.015802075769817573,1.246828331880968,0.015802075769817573,0.9834335038419464,0.8724865098429455,0.9981816447226062,0.9566593764467088,1.0,0.018446922302246094
gaussian,glmnet_cv5,20,20,0.22360679774997896,1.3416407864998738,0.0,1.3416407864998738,0.0,0.9852249929072194,0.9120137546590469,1.0,1.0,0.9999999999999997,0.06674647331237793
gaussian,glmnet_cv10,20,20,0.22360679774997896,1.3416407864998738,0.0,1.3416407864998738,0.0,0.9852249929072194,0.9120137546590469,1.0,1.0,0.9999999999999997,0.1262660026550293
gaussian,sklearn_cv5,20,20,0.2108404285707042,1.2778089406035,0.010638640982728974,1.2778089406035,0.010638640982728974,0.9840192475335559,0.885596379373619,0.9987761725673385,0.9710340165918837,1.0,0.01991748809814453
gaussian,sklearn_cv10,20,20,0.2108404285707042,1.2778089406035,0.010638640982728974,1.2778089406035,0.010638640982728974,0.9840192475335559,0.885596379373619,0.9987761725673385,0.9710340165918837,1.0,0.03851819038391113
gaussian,gpu_woodbury,20,20,0.005416280669099548,0.2777696044409744,0.1983550155280722,0.2777696044409744,0.1983550155280722,0.8793824316841714,0.08390957111291407,0.9909548005139429,0.15563529009401852,1.0,0.1912400722503662
gaussian,gpu_svd,20,20,0.005416280669042467,0.27776960444040366,0.19835501552812407,0.27776960444040366,0.19835501552812407,0.8793824316841693,0.08390957111247192,0.9909548005139405,0.15563529009319846,1.0,0.18389678001403809
gaussian,gpu_rsvd,20,20,0.005416280669042496,0.2777696044404039,0.19835501552812407,0.2777696044404039,0.19835501552812407,0.8793824316841689,0.08390957111247212,0.99095480051394,0.1556352900931988,1.0,0.1814594268798828
gaussian,cpu_woodbury,20,20,0.005416280668424922,0.2777696044342282,0.19835501552868548,0.2777696044342282,0.19835501552868548,0.8793824316841459,0.08390957110768842,0.990954800513914,0.155635290084326,0.9999999999999998,0.019376039505004883
gaussian,cpu_svd,20,20,0.0054162806690425825,0.27776960444040477,0.19835501552812398,0.27776960444040477,0.19835501552812398,0.8793824316841691,0.08390957111247277,0.9909548005139402,0.1556352900932,1.0,0.021036863327026367
gaussian,cpu_rsvd,20,20,0.005416280669042517,0.27776960444040416,0.19835501552812404,0.27776960444040416,0.19835501552812404,0.8793824316841687,0.08390957111247234,0.9909548005139399,0.1556352900931992,1.0,0.021311044692993164
gaussian,glmnet_cv5,20,20,0.08435770538536765,1.0671838516036554,0.12659008396782848,1.0671838516036554,0.12659008396782848,0.8822949733780021,0.3311488869767618,0.9942368733291469,0.6142142356988841,1.0,0.11594891548156738
gaussian,glmnet_cv10,20,20,0.22360679774997896,2.4596747752497685,0.0,2.4596747752497685,0.0,0.8874092251514335,0.539142318314983,1.0,1.0,0.9999999999999998,0.21393370628356934
gaussian,sklearn_cv5,20,20,0.0023886967427912114,0.24749376517789107,0.20110736455198885,0.24749376517789107,0.20110736455198885,0.8792705323071853,0.055723890400278135,0.9908287038115259,0.10335655077945964,0.9999999999999998,0.019676923751831055
gaussian,sklearn_cv10,20,20,0.01158835771602904,0.3394903749102694,0.1927440363944999,0.3394903749102694,0.1927440363944999,0.8796104915841484,0.12273597221430044,0.9912117957011838,0.22765041445437867,1.0,0.03780317306518555
gaussian,gpu_woodbury,20,20,0.028050120903020847,0.7846092158103959,0.1862444541399601,0.7846092158103959,0.1862444541399601,0.9141660275434305,0.6487152414763596,0.9223209000696382,0.35418068020783505,1.0,0.18755483627319336
gaussian,gpu_svd,20,20,0.02805012090339416,0.784609215817862,0.18624445413960458,0.784609215817862,0.18624445413960458,0.914166027543581,0.6487152414806764,0.9223209000697901,0.35418068021019183,1.0,0.17987728118896484
gaussian,gpu_rsvd,20,20,0.028050120903394052,0.78460921581786,0.18624445413960466,0.78460921581786,0.18624445413960466,0.9141660275435809,0.6487152414806753,0.9223209000697898,0.3541806802101913,1.0,0.18128132820129395
gaussian,cpu_woodbury,20,20,0.028050120903918896,0.7846092158283569,0.18624445413910481,0.7846092158283569,0.18624445413910481,0.914166027543795,0.6487152414867442,0.9223209000700057,0.3541806802135048,1.0,0.019417285919189453
gaussian,cpu_svd,20,20,0.028050120903394232,0.7846092158178636,0.1862444541396045,0.7846092158178636,0.1862444541396045,0.9141660275435807,0.6487152414806773,0.9223209000697894,0.35418068021019233,1.0,0.019050121307373047
gaussian,cpu_rsvd,20,20,0.028050120903394152,0.7846092158178619,0.18624445413960458,0.7846092158178619,0.18624445413960458,0.9141660275435805,0.6487152414806764,0.9223209000697893,0.35418068021019183,1.0,0.01964592933654785
gaussian,glmnet_cv5,20,20,0.01730998248046143,0.5698064473592076,0.19647315739954052,0.5698064473592076,0.19647315739954052,0.9097567471387724,0.509606603708935,0.9178722864163698,0.2782311898966115,1.0,0.11712360382080078
gaussian,glmnet_cv10,20,20,0.042301281098637976,1.0696324197227385,0.17267192062032474,1.0696324197227385,0.17267192062032474,0.9199956038060795,0.7966425390216514,0.9282024794147373,0.43494491621786185,0.9999999999999999,0.21406173706054688
gaussian,sklearn_cv5,20,20,0.0020161786953224316,0.2639303716564276,0.2110386848139586,0.2639303716564276,0.2110386848139586,0.9034214831087733,0.1739206875574174,0.9114805082860563,0.09495591205952149,1.0,0.019197702407836914
gaussian,sklearn_cv10,20,20,0.0020161786953224316,0.2639303716564276,0.2110386848139586,0.2639303716564276,0.2110386848139586,0.9034214831087733,0.1739206875574174,0.9114805082860563,0.09495591205952149,1.0,0.03722023963928223
gaussian,gpu_woodbury,20,5282,0.260445099731201,0.2496513077230991,0.0033489365437474636,0.2496513077230991,0.0033489365437474636,1.1251642623101294,18.10655493969515,1.0804365501777884,1.0836988720343192,0.5343677398008092,25.753212451934814
gaussian,gpu_svd,20,5282,0.260445099730803,0.24965130772305927,0.003348936543711268,0.24965130772305927,0.003348936543711268,1.1251642623092706,18.10655493968105,1.0804365501769635,1.083698872033475,0.5343677398010445,25.94219422340393
gaussian,gpu_rsvd,20,5282,0.26044509973080315,0.24965130772305927,0.003348936543711268,0.24965130772305927,0.003348936543711268,1.1251642623092708,18.106554939681054,1.080436550176964,1.0836988720334755,0.5343677398010447,26.293739318847656
gaussian,cpu_woodbury,20,5282,0.26044509973110536,0.2496513077230895,0.003348936543738725,0.2496513077230895,0.003348936543738725,1.1251642623099145,18.106554939692103,1.080436550177582,1.0836988720341363,0.5343677398012868,25.841033697128296
gaussian,cpu_svd,20,5282,0.26044509973080315,0.24965130772305927,0.003348936543711268,0.24965130772305927,0.003348936543711268,1.1251642623092708,18.106554939681054,1.080436550176964,1.083698872033475,0.5343677398010446,26.148578882217407
gaussian,cpu_rsvd,20,5282,0.26044509973080293,0.24965130772305927,0.0033489365437112187,0.24965130772305927,0.0033489365437112187,1.1251642623092706,18.106554939681047,1.0804365501769635,1.0836988720334746,0.5343677398010448,25.683887004852295
gaussian,glmnet_cv5,20,5282,0.22360679774997896,0.24596747752497689,0.0,0.24596747752497689,0.0,1.041397814730519,16.70810536667399,1.0,1.0,0.5343058712608505,0.18405628204345703
gaussian,glmnet_cv10,20,5282,0.22360679774997896,0.24596747752497689,0.0,0.24596747752497689,0.0,1.041397814730519,16.70810536667399,1.0,1.0,0.5343058712608505,0.29946398735046387
gaussian,sklearn_cv5,20,5282,0.2603730556959304,0.24964410331957199,0.0033423870859955415,0.24964410331957199,0.0033423870859955415,1.125009144969491,18.104019679718284,1.0802875990868177,1.0835471337060507,0.5343675263737659,0.07051467895507812
gaussian,sklearn_cv10,20,5282,0.24708538980859138,0.24831533673083808,0.002134417459873866,0.24831533673083808,0.002134417459873866,1.0960226343868082,17.630027825773446,1.0524533649712184,1.0551781568805716,0.5343269605333604,0.1504509449005127
gaussian,gpu_woodbury,20,5282,0.03713072619399353,0.24217216084697574,0.06215869051866182,0.24217216084697574,0.06215869051866182,0.4152532539630773,6.6915375077717405,0.4070486826538298,0.4079125081178223,0.9547344286254387,18.104837894439697
gaussian,gpu_svd,20,5282,0.037130726193837574,0.24217216084689774,0.062158690518713804,0.24217216084689774,0.062158690518713804,0.41525325396220497,6.691537507756955,0.4070486826529748,0.40791250811692104,0.9547344286256152,18.415021657943726
gaussian,gpu_rsvd,20,5282,0.03713072619383777,0.24217216084689783,0.062158690518713755,0.24217216084689783,0.062158690518713755,0.4152532539622061,6.691537507756972,0.40704868265297584,0.4079125081169221,0.954734428625615,18.378892421722412
gaussian,cpu_woodbury,20,5282,0.03713072619400848,0.24217216084698318,0.06215869051865683,0.24217216084698318,0.06215869051865683,0.4152532539631602,6.691537507772524,0.4070486826539112,0.4079125081178701,0.9547344286255685,17.82717490196228
gaussian,cpu_svd,20,5282,0.0371307261938377,0.24217216084689783,0.062158690518713755,0.24217216084689783,0.062158690518713755,0.41525325396220564,6.691537507756964,0.40704868265297545,0.4079125081169216,0.9547344286256153,18.3688645362854
gaussian,cpu_rsvd,20,5282,0.03713072619383774,0.24217216084689783,0.06215869051871373,0.24217216084689783,0.06215869051871373,0.41525325396220586,6.691537507756967,0.4070486826529757,0.4079125081169218,0.9547344286256153,18.185747146606445
gaussian,glmnet_cv5,20,5282,0.22360679774997896,0.33541019662496846,0.0,0.33541019662496846,0.0,1.0201562409089648,16.404344987231777,1.0,1.0,0.9547129822480781,0.23837709426879883
gaussian,glmnet_cv10,20,5282,0.22360679774997896,0.33541019662496846,0.0,0.33541019662496846,0.0,1.0201562409089648,16.404344987231777,1.0,1.0,0.9547129822480781,0.3363509178161621
gaussian,sklearn_cv5,20,5282,0.03166057396985405,0.23943708473490596,0.06398207459337497,0.23943708473490596,0.06398207459337497,0.38344218351955806,6.190705995958641,0.37586613514995404,0.37738208997537787,0.9548329267887338,0.07556271553039551
gaussian,sklearn_cv10,20,5282,0.037099635232262396,0.24215661536611013,0.06216905417257218,0.24215661536611013,0.06216905417257218,0.415079313066588,6.688796945006843,0.4068781784805336,0.40774544489359543,0.954734963091998,0.1246175765991211
gaussian,gpu_woodbury,20,5282,0.017963789797660185,0.24157058754763913,0.10282150397615938,0.24157058754763913,0.10282150397615938,0.3096791705844986,5.091305116214916,0.28353756955324166,0.281682680482628,0.9640298833401458,18.090027809143066
gaussian,gpu_svd,20,5282,0.017963789797671197,0.24157058754765015,0.10282150397615387,0.24157058754765015,0.10282150397615387,0.30967917058458505,5.091305116216374,0.2835375695533208,0.28168268048270867,0.9640298833401572,18.118818998336792
gaussian,gpu_rsvd,20,5282,0.017963789797671142,0.2415705875476501,0.1028215039761539,0.2415705875476501,0.1028215039761539,0.3096791705845846,5.091305116216363,0.2835375695533204,0.2816826804827081,0.9640298833401572,18.005321741104126
gaussian,cpu_woodbury,20,5282,0.017963789797673137,0.2415705875476521,0.10282150397615292,0.2415705875476521,0.10282150397615292,0.3096791705846039,5.091305116216633,0.2835375695533381,0.2816826804827231,0.9640298833401707,18.520732164382935
gaussian,cpu_svd,20,5282,0.0179637897976712,0.24157058754765015,0.10282150397615387,0.24157058754765015,0.10282150397615387,0.30967917058458505,5.091305116216374,0.2835375695533208,0.2816826804827088,0.9640298833401574,17.94940757751465
gaussian,cpu_rsvd,20,5282,0.0179637897976712,0.24157058754765015,0.10282150397615387,0.24157058754765015,0.10282150397615387,0.3096791705845851,5.091305116216374,0.2835375695533209,0.2816826804827088,0.9640298833401574,17.73146390914917
gaussian,glmnet_cv5,20,5282,0.22360679774997896,0.4472135954999579,0.0,0.4472135954999579,0.0,1.0921980147902346,18.074611855764793,1.0,1.0,0.9591357443843685,0.2374892234802246
gaussian,glmnet_cv10,20,5282,0.22360679774997896,0.4472135954999579,0.0,0.4472135954999579,0.0,1.0921980147902346,18.074611855764793,1.0,1.0,0.9591357443843685,0.38709330558776855
gaussian,sklearn_cv5,20,5282,0.017957976686062648,0.2415647744360416,0.10282441053195816,0.2415647744360416,0.10282441053195816,0.3096304710442343,5.090450383211395,0.28349298098999137,0.2816353913341616,0.9640292025402761,0.06239175796508789
gaussian,sklearn_cv10,20,5282,0.017957976686062648,0.2415647744360416,0.10282441053195816,0.2415647744360416,0.10282441053195816,0.3096304710442343,5.090450383211395,0.28349298098999137,0.2816353913341616,0.9640292025402761,0.18605804443359375
gaussian,gpu_woodbury,20,5282,0.0021729795032551413,0.23447169526625464,0.18452818187226985,0.23447169526625464,0.18452818187226985,0.08571639165655728,1.402246144795323,0.09824350435519351,0.09934480029093354,0.9956569225097422,21.121885776519775
gaussian,gpu_svd,20,5282,0.0021729795032380352,0.23447169526616915,0.1845281818722841,0.23447169526616915,0.1845281818722841,0.08571639165621564,1.4022461447896584,0.09824350435480193,0.09934480029053222,0.9956569225097643,21.478827476501465
gaussian,gpu_rsvd,20,5282,0.0021729795032380513,0.2344716952661692,0.1845281818722841,0.2344716952661692,0.1845281818722841,0.08571639165621595,1.402246144789664,0.09824350435480228,0.09934480029053261,0.995656922509764,21.482542991638184
gaussian,cpu_woodbury,20,5282,0.0021729795032558196,0.23447169526625808,0.1845281818722693,0.23447169526625808,0.1845281818722693,0.0857163916565636,1.4022461447954342,0.09824350435520074,0.09934480029094139,0.9956569225097329,21.119166135787964
gaussian,cpu_svd,20,5282,0.002172979503238021,0.23447169526616904,0.18452818187228412,0.23447169526616904,0.18452818187228412,0.08571639165621538,1.4022461447896544,0.09824350435480161,0.09934480029053191,0.9956569225097639,21.162380695343018
gaussian,cpu_rsvd,20,5282,0.0021729795032380543,0.23447169526616926,0.1845281818722841,0.23447169526616926,0.1845281818722841,0.08571639165621603,1.4022461447896655,0.09824350435480238,0.0993448002905327,0.9956569225097639,21.868875980377197
gaussian,glmnet_cv5,20,5282,0.22360679774997896,1.3416407864998738,0.0,1.3416407864998738,0.0,0.8724891504954344,14.11494251021506,1.0,1.0,0.9912185543791355,0.16545414924621582
gaussian,glmnet_cv10,20,5282,0.22360679774997896,1.3416407864998738,0.0,1.3416407864998738,0.0,0.8724891504954344,14.11494251021506,1.0,1.0,0.9912185543791355,0.24167847633361816
gaussian,sklearn_cv5,20,5282,0.0021692884099735847,0.23445323979984686,0.18453125778333782,0.23445323979984686,0.18453125778333782,0.08564350900976397,1.4010348763767837,0.09815997019691551,0.09925898567159216,0.9956565500517391,0.06201171875
gaussian,sklearn_cv10,20,5282,0.0021692884099735847,0.23445323979984686,0.18453125778333782,0.23445323979984686,0.18453125778333782,0.08564350900976397,1.4010348763767837,0.09815997019691551,0.09925898567159216,0.9956565500517391,0.17087912559509277
gaussian,gpu_woodbury,20,5282,0.0022522483661097446,0.24612928141107643,0.2012314085307902,0.24612928141107643,0.2012314085307902,0.10539514536796846,1.7194819928218958,0.10059161856304805,0.10098843042657658,0.9951282075241255,20.849556922912598
gaussian,gpu_svd,20,5282,0.0022522483661137826,0.24612928141111678,0.20123140853078653,0.24612928141111678,0.20123140853078653,0.10539514536806123,1.7194819928228926,0.1005916185631366,0.10098843042663513,0.9951282075241418,21.225645303726196
gaussian,gpu_rsvd,20,5282,0.0022522483661137817,0.24612928141111678,0.20123140853078653,0.24612928141111678,0.20123140853078653,0.10539514536806122,1.7194819928228915,0.10059161856313657,0.10098843042663508,0.9951282075241418,21.097191333770752
gaussian,cpu_woodbury,20,5282,0.0022522483661079366,0.24612928141105836,0.20123140853079183,0.24612928141105836,0.20123140853079183,0.10539514536793895,1.7194819928207186,0.10059161856301989,0.10098843042650743,0.9951282075241389,20.982085943222046
gaussian,cpu_svd,20,5282,0.0022522483661137757,0.24612928141111673,0.20123140853078653,0.24612928141111673,0.20123140853078653,0.10539514536806102,1.71948199282289,0.10059161856313639,0.10098843042663497,0.9951282075241412,20.775251388549805
gaussian,cpu_rsvd,20,5282,0.0022522483661138446,0.2461292814111174,0.20123140853078647,0.2461292814111174,0.20123140853078647,0.10539514536806265,1.7194819928229153,0.10059161856313795,0.10098843042663644,0.9951282075241412,21.257711172103882
gaussian,glmnet_cv5,20,5282,0.22360679774997896,2.4596747752497685,0.0,2.4596747752497685,0.0,1.0477527538928075,17.026524578694602,1.0,1.0,0.9952438809031764,0.24370527267456055
gaussian,glmnet_cv10,20,5282,0.22360679774997896,2.4596747752497685,0.0,2.4596747752497685,0.0,1.0477527538928075,17.026524578694602,1.0,1.0,0.9952438809031764,0.4267885684967041
gaussian,sklearn_cv5,20,5282,0.002253518321882241,0.24614198096880138,0.20123025402554248,0.24614198096880138,0.20123025402554248,0.105422723542197,1.7199656719309038,0.10061793982455376,0.10101683781569303,0.9951284501846004,0.07366609573364258
gaussian,sklearn_cv10,20,5282,0.0027803226310103863,0.25141002406008284,0.20075134101724415,0.25141002406008284,0.20075134101724415,0.11672011410700209,1.908656317638333,0.11140043648021122,0.11209899641096732,0.9951732512675434,0.2258610725402832
gaussian,gpu_woodbury,20,5282,0.0005430303329207796,0.23446740440839456,0.21244168325434112,0.23446740440839456,0.21244168325434112,0.04881446712060455,0.7873093626672871,0.04933545292459312,0.04925981544892213,0.9989188171452349,12.046333312988281
gaussian,gpu_svd,20,5282,0.0005430303329166918,0.2344674044083128,0.212441683254345,0.2344674044083128,0.212441683254345,0.0488144671204144,0.7873093626639458,0.04933545292440095,0.04925981544871307,0.998918817145234,12.098528623580933
gaussian,gpu_rsvd,20,5282,0.0005430303329166803,0.2344674044083126,0.212441683254345,0.2344674044083126,0.212441683254345,0.048814467120413874,0.7873093626639365,0.04933545292440041,0.04925981544871249,0.9989188171452338,11.878080606460571
gaussian,cpu_woodbury,20,5282,0.0005430303329172966,0.2344674044083249,0.21244168325434445,0.2344674044083249,0.21244168325434445,0.048814467120443766,0.7873093626644992,0.049335452924430624,0.04925981544874771,0.9989188171452259,11.860799789428711
gaussian,cpu_svd,20,5282,0.0005430303329167009,0.23446740440831298,0.212441683254345,0.23446740440831298,0.212441683254345,0.04881446712041481,0.7873093626639525,0.049335452924401356,0.0492598154487135,0.9989188171452333,12.02771782875061
gaussian,cpu_rsvd,20,5282,0.000543030332916699,0.23446740440831293,0.212441683254345,0.23446740440831293,0.212441683254345,0.04881446712041471,0.7873093626639508,0.04933545292440126,0.04925981544871339,0.9989188171452336,12.196499347686768
gaussian,glmnet_cv5,20,5282,0.22360679774997896,4.695742752749558,0.0,4.695742752749558,0.0,0.989439930656259,15.982791561280896,1.0,1.0,0.9961349632780044,0.15523982048034668
gaussian,glmnet_cv10,20,5282,0.22360679774997896,4.695742752749558,0.0,4.695742752749558,0.0,0.989439930656259,15.982791561280896,1.0,1.0,0.9961349632780044,0.22252821922302246
gaussian,sklearn_cv5,20,5282,0.0011000331498967925,0.24560746074791479,0.21191120438103064,0.24560746074791479,0.21191120438103064,0.06926057769626202,1.1170731576905746,0.06999978022953252,0.06989224337985735,0.9989210583676069,0.06063342094421387
gaussian,sklearn_cv10,20,5282,0.0011000331498967925,0.24560746074791479,0.21191120438103064,0.24560746074791479,0.21191120438103064,0.06926057769626202,1.1170731576905746,0.06999978022953252,0.06989224337985735,0.9989210583676069,0.19568157196044922
gaussian,gpu_woodbury,20,5282,0.2644539311876657,0.2500521908687455,0.003713375767062423,0.2500521908687455,0.003713375767062423,0.9368002151973962,15.423372831832648,1.080111354625169,1.0850561218795003,0.8639418568569781,18.049354314804077
gaussian,gpu_svd,20,5282,0.2644539311868321,0.25005219086866215,0.0037133757669866557,0.25005219086866215,0.0037133757669866557,0.9368002151958771,15.423372831805848,1.0801113546234176,1.085056121877615,0.8639418568568996,18.0667564868927
gaussian,gpu_rsvd,20,5282,0.26445393118683225,0.25005219086866215,0.0037133757669866557,0.25005219086866215,0.0037133757669866557,0.9368002151958774,15.423372831805855,1.080111354623418,1.0850561218776154,0.8639418568569001,17.975919723510742
gaussian,cpu_woodbury,20,5282,0.264453931187308,0.2500521908687097,0.0037133757670299015,0.2500521908687097,0.0037133757670299015,0.9368002151967253,15.423372831820373,1.0801113546243957,1.0850561218786368,0.8639418568569429,17.873413562774658
